name,review
Store Card,"The  Alexa  skill makes paying your bill simple and quick. In less than 30 seconds, you can pay your bill and go on with your day. The convenience is wonderful!  Easy, simple, convenient."
One Minute Retirement Tip with Ashley,"even when I'm over 25years away from retirement, Ashly keeps me humble."
Accounts Receivable Factoring,"Very simple to use, you need to know your factoring fee, but it tells you exactly how much it will cost you to factor an invoice!"
Capital One,Wow!!  I love this skill application!  😀👍
Mastermind - AI Assistant for Software Dev Teams,"Why would I want to use Alexa to text message if I have to tap the phone to send? The whole point is to be hands-free! If it doesn't work with Apple just say it doesn't, don't make it sort of work."
Mastermind - AI Assistant for Software Dev Teams,Not working. Couldn't connect with my contacts.
Mastermind - AI Assistant for Software Dev Teams,It makes you almost dependent of alexa.
PSE&G (Public Service Electric & Gas),I was able to check my balance and pay my bill.  Really easy to use.  Good to see my local utility being on the cutting edge of technology!
Albany Real Estate,Works great.  I use it often
The Boulder Business Podcast,
Columbus Real Estate,Keeps you up to date in a flash! A must have in this market
Teach Me Negotiations,"This was a really great introduction to win-win negotiations.  As the course talked about each one of them, I realized that many of these had been tried on me.  The last chapter said it all: ""a tactic know, is no tactic at all.""  Glad I took the time to listen to it, and I'll be using it over and over again."
Cure Your Digital Marketing FOMO!! FOMOFanz,Podcast to cure digital marketing and technology fear of missing out hosted by Brian Fanzowhat possibly wouldn’t be Amazing about this!
Mastermind - AI Assistant for Software Dev Teams,Very helpful app combined with alexa... A must have
Agile Assistant,
Ohio Real Estate,So easy to use! I love all of the information it can provide in seconds.
Melissa Ernst - Colorado Springs Real Estate,Melissa is so sweet and personable. She is always availible and very helpful with any questions or concerns you may have. Shes an amazing realtor and sold our house in just a few days!!
Vanessa McCaffrey - Van Nuys Real Estate,"I have never seen Vanessa work so hard and dedicate so much passion to her clients. If you are looking to sell your house, Vanessa is your go to. She is talented, smart, and extremely motivated. Her bubbly and caring personality makes her a go getter, as she always has her clients best interest at heart. Vanessa is someone I highly recommend."
Comcast Business,
SSML Editor,"SSML is a markup language providing enough tools to make voice from text sound real. Yet, memorizing and coding all the tags is typically very time consuming. This editor makes it much easier. I was able to start and finish converting my six paragraph project from text to perfect speech on the day I first learned SSML existed. The editor can make Alexa speak the result, or the finished markup text can be pasted into any SSML player, such as Amazon Polly."
One Minute Retirement Tip with Ashley,The one minute retirement tip with Ashley is how I start my day. I immediately feel like my day if off to a great informed start. Ashley is very knowledgeable.  Thanks Amazon
Sowing Seed Flash Briefing,This briefing gives you some great info about a variety of areas of your life. Great points to ponder!
Harvard Business Review: Management Tip,"I wouldnt ordinarily bother to write a review, but this podcast is so poor, idealistic, and uninsightful to actual challenges in the workplace, its irritating to listen to. It sounds like it comes from someone who hasnt been actually challenged nor been employed in a competitive environment. I would expect more from HBR"
Daily Crypto Report,
Elevate Your Impact Podcast,
Rules of the Richest,
Green Mountain Power,"Really like this app.  One suggestion.  I would like to follow my KW's per day.  It would be helpful if I was able to access a span of a few days, in case I missed one."
SentinelOne,
Small Biz Cafe Daily Briefing,
"Chadwick DeVries - Prescott, Arizona Real Estate","When we decided to move to Prescott, Chad reached out to us about Talking Rock Ranch.  Chad is extremely knowledgeable and professional.  We relied on Chad since we lived out of state and he was always available for us when we traveled to Prescott.  After looking at many options, we decided on a home under construction.  Chad did not disappear after the sale and represented us throughout the process.  I would use Chad again in a heartbeat and highly recommend him for Prescott real estate needs."
Create My Voice,"Great concept-
Great fuctionality"
YNAB,Works great
Bitcoin Cash Flash Briefing,Bitcoin Cash is not the real Bitcoin.
Front Row Entrepreneur,"Whatever platform you're on, Jennifer's got information for you! This is the Flash Briefing you need to listen to for the latest updates on Facebook, Twitter, Instagram, LinkedIn and more. There is no way I could track all of the updates on all of the platforms, and I love that Jennifer takes care of that for me. She'll even let you know tips and trends you can use in your social media messages to make them timely and relevant. I've got it on my ""Start my day"" Alexa routine so that I never miss an update."
Live Love Lex Minute,
TIAA,"I love this app, it's so easy to check stock quotes and market performance.  Trying to go screen free for the first and last 30 minutes of the day, no one said I can't use Alexa!"
Bloomberg,not worth since i bot the echo show for bloomberg tv only and now its not there .....
Business Leadership Series,This Flash Briefing gives you some great tips you can utilize immediately.
BECU,"This is a great v1 release. From a user perspective, it is important to consider what is the fastest, easiest way to get info. Asking for a balance is a good example. Listing 30 transactions is much better suited to a visual interface. One of the key use cases that would make this a killer app for me is to be able to quickly ask ""who did check number 5678 go to?"". It takes a long time to log into the BECU website, go to checking, set up the correct date range for the query, find and click on the check number I want, and then get the pop up that shows who the check was written to. Instead, I'd like to be able to ask Alexa and get the info immediately. This may be tougher if you have to do OCR on the check image before returning the result, but if that is too hard then you can text the image to my phone. Want to discuss further? look up my member info and give me a call or email.  -Dana Young."
Fidelity Investments,Doesn't recognize or can't find basic stocks. Probably not an issue with fidelity... but more so with alexa not understanding.
Mastermind - AI Assistant for Software Dev Teams,Useful app if your phone us lost!!
Innovation Update,A great daily hit of what's new in the field of innovation.
Store Card,"Terrible app. After linking accounts, you create a 4-digit voice key. After using the skill to request something, you are asked for your voice key... over and over and over again. It simply won't recognize your key despite setting it up repeatedly."
Bloomberg,Tom Keene
Gary Vee Quote of the Day,
Mastermind - AI Assistant for Software Dev Teams,so far so good
Agent Marketer Flash,"This is a great flash for marketers, sales professionals and entrepreneurs wanting to build a better brand and auidence across all platforms!"
Motley Fool Stock Watch,"I love the Fools and all their podcasts (seriously check them out) now I can get a nice little update in the morning while making breakfast!  Thanks, Fools and thanks Alexa"
CryptoCap,"Super legitimate. Well done app, very easy to use. Thumbs up from me!"
Going Deep Daily,I love being able to get all of the days relevant info in a brief way and concise way. Awesome skill and way to kick off my mornings.
Morningstar,"alexa simply does not respond  to morningstar anymore, it doesn't work....it worked until i added a number of other skills, then it went dead, kind of useless anyway, i couldn't access price quotes or my premium subscription for information"
Front Row Entrepreneur,"Jen's flash briefing is super helpful. I count on her daily (how do she do that?) briefing to keep me up to date with the changes and trends in social. I appreciate that she doesn't just share what's new she also provides context. Why is it important? How can I use it? What will it mean to my clients?
That is incredibly valuable and Jen's giving it away every day!
This briefing is going to help you filter what you need to know - and how to take advantage or make changes to your social media efforts for best results."
Mastermind - AI Assistant for Software Dev Teams,"Installed Mastermind app on the phone.
Need to evaluate Memory/Storage usage etc.
So far it fails to find some of my contacts, where Google now has no problems.
Some things work properly,"
TD Ameritrade,Good piece of in
MAUI LIVING: Real Estate & Lifestyle Insights,
Cheddar,The most irritating part of this otherwise great business news summary is the extremely crappy background music they play that drowns out their message. What a waste.
Mastermind - AI Assistant for Software Dev Teams,"Very cool... we need more of this type of control over these important matters in our lives,!"
Currency Converter,Does not work as advertised. I asked it several times how much a pound was worth in USD using the examples as a script and it would not give me an answer. It told me several times that 1 USD is worth 1 USD. It also would only list the names of currencies it claimed to know several times without any exchange rates.
TD Ameritrade,"Need account access and watch list, otherwise nothing special."
Crypto Junky,
Marx Trader,"Very useful for keeping track of cryptos. Very accurate, reliable, easy to use."
Front Row Entrepreneur,"I adore Jen’s joyful and informative briefings! Not only does she keep me informed about important updates (and hilarious national, “it’s ___ day”), her consistency is motivating."
APub,I keep getting the message that it's looking up my info. It never works.
Equities,"Try asking for GS or C or CMCA.  In fact, the ONLY quote I asked fir and
 was able to get was. AMZN."
Run To Your Leadership Challenges!,"A must for any leader, particularly military supervisors and commanders.  Each day brings new insight as to how to lead with confidence and instill it in those who follow you."
Small Business Advice by Vistaprint,Vista print have got it all correct. Different short tip everyday.
